Restaurant,Review,Rating,Label
Hyderabadi Daawat,Ordered chicken Biryani from this place last night and it was delivered within 45 min with good packing Coming to the food biryani was not upto the mark Rice was quite plain and don t have masala however it looks amazing but lacks the flavour there is one thing called less masala or spices but rice here was actually more on the bland side rice quality was superb but taste was missing which usually Hyderabadi Biryani have Mirch ka Salan was decent so as the raita chicken pieces were having some masala and spices but somewhere some of the pieces were little raw from inside and not completely cooked When eaten with mirch ka Salan and pieces then only there was little bit of taste otherwise it wasn t decent enough also Ordered from Zomato on special prices otherwise the price tag which they have is high Didn t found this biryani value for money ,2.0,0
Absolute Sizzlers,Worst food and service After long waiting we got the food We ordered starters and sizzler They prepared the food and forgot I think This is the first I have seen a place with starters in cold stage Been to this place for more than 10 times and never had complaints on food But today is nightmare Worst food and their best item is chicken shashlik sizzler which is worst today Bye bye Absolute ,1.0,0
Aromas@11SIX,items are cool ,2.0,0
Ulavacharu,Heard so much about this restaurant and went to enjoy the weekend dinner but the rotis were served cool and the curry is full of oil Inspite of complaining to concerned staff there wasn t much difference Try to avoid Ulavacharu if you want to have a tasty and healthy food ,1.0,0
Domino's Pizza,worst pizza I have ever had ,1.0,0
Eat India Company,Well it seems that they are juggling all the 3 restaurants the owner own We were given 3 different menu cards one for appetisers one for main course and one for Asian cuisine The service was too slow We asked for paneer Kadhai instead they served us with Sauf filled Kadhai of paneer which tasted pathetic The Zomato gold benefits were denied as the Asian cuisine menu was from the other restaurant of the same owner which was not told to us before we ordered I missed my outstation bus because of this silly confusion of the management Overall not a place to go if you want some peace of mind and good food ,1.0,0
Behrouz Biryani, Zomato Review program Ordered veg Shahi subz Dastarkwan which comes with the combination of veg Subz e biryani and falafel e khees To my suprise I ordered veg and I got non veg biryani I dont know was that an upgrade for me Nothing changed but got an add on the black box which has a chocolate lava cake which was the only thing good The package was good like before and as expected Nothing to say about that biryani because I didn t taste it On an assumetion the biryani was with good mutton peices and didnt look that spicy and had almond pieces over Need to improve alot with the service and also taking the taste into consideration for a hyderabadi ,2.0,0
Pakwaan Grand,Such a stupid restaurant had a very bad experience order confirmed billing also done through online when I was waiting for my order oafter 1 he they rejected the order and the hvnt received credit also,1.0,0
Faasos,The Egg wrap here is made by unprofessionals The egg wrap s omlette was burnt as hell and I guess they were too lazy to replace it knowing it was burnt and sent me those wraps order id 1178102975 on Zomato Order ,1.0,0
Shah Ghouse Spl Shawarma,I did not expect like this from shahghouse 1st time sharwarma with bun and it is SPL And on the cover it S G is shahghouse or another doing on your name in online please check and do better ,1.0,0
Hunger Maggi Point,It tasted worst There were no vegetables in vegetable maggi except cabbage and paid extra for cheese which was stinking Will not recommend nor order again Waste of money,2.0,0
13 Dhaba,Ordered Kadhi pakoda rice combo Nov 2018 It was extremely bad The rice seemed to be cooked with a lot of baking soda Kadhi was awful to taste Avoid this dish ,1.0,0
Faasos,They confirmed and then changed the menu at the last second ,1.0,0
Hotel Zara Hi-Fi,Worst place Once I ordered Afghani Chicken and after having the chicken I came to know that the chicken was stale Pathetic People and Staff If you can t give good food then don t give ,1.0,0
Absolute Sizzlers,I went here earlier some time back and was really impressed Loved the sizzlers so I recommended it for a team lunch They preferred buffet so instead of going for different kinds of sizzlers we went ahead with the buffet The most disappointing part was despite a reservation for 12 30 pm nothing was served till 12 55 No body even looked at the table as they did not want to even respond We can accept a delay but negligence is not acceptable We had to go back to them and ask for water and keep inquiring when the food would be ready Finally they served and none of us liked the food All they could relish was coke and gulab jamun Even if the food was not good I would not give such rating But the service is very disappointing If If there is an issue we would be glad to understand the reason for delay But being rude and ignoring when we are at a restaurant was least expected Don t think I would go back there again ,1.0,0
